QALLP,Age,MDCP Social Marital Status,QALFP - 4 Digit Level,Labour Force Status,No children,1,2,3,4,5,6,7,8,Not applicible,Total
Diploma,28,Not married,Political Science and Policy Studies,NILF,1,10,7,4,9,1,6,6,7,46,97
Diploma,29,Not married,"Natural and Physical Sciences, nfd",EmployedFT,3,7,3,0,7,7,10,3,4,40,84
Diploma,30,Not married,"Information Technology, nfd",Unemployed,0,9,0,10,1,1,3,5,4,30,63
Diploma,31,Not married,Medical Studies,EmployedPT,3,10,8,2,9,1,7,2,7,44,93
Diploma,32,Not married,Architecture,Unemployed,1,3,9,8,10,3,6,3,2,41,86
Diploma,33,Not married,Mathematical Sciences,Unemployed,2,6,2,5,9,9,5,1,7,41,87
Diploma,34,Not married,Veterinary Studies,EmployedPT,2,0,3,1,7,6,4,6,6,32,67
Diploma,35,Not married,"Information Technology, nfd",EmployedAway,1,1,2,2,3,3,10,2,0,22,46
Diploma,36,Not married,Tourism,EmployedFT,1,8,1,0,0,2,9,3,5,26,55
Diploma,37,Not married,Process and Resources Engineering,Unemployed,2,9,4,1,9,6,2,6,3,38,80
Diploma,38,Not married,Complementary Therapies,Unemployed,1,2,4,3,6,10,3,4,5,34,72
Diploma,39,Not married,Earth Sciences,EmployedFT,2,2,7,8,1,5,1,8,2,32,68
Diploma,40,Not married,Civil Engineering,EmployedFT,2,0,7,9,5,4,5,9,1,38,80
Diploma,41,Not married,Computer Science,EmployedFT,1,3,7,5,2,8,1,2,4,30,63
Diploma,42,Not married,Geomatic Engineering,EmployedPT,2,7,5,5,7,7,8,1,7,44,93
Diploma,43,Not married,Curriculum and Education Studies,EmployedPT,1,1,5,10,7,8,5,1,8,41,87
Diploma,44,Not married,"Information Technology, nfd",EmployedAway,2,3,2,1,10,8,5,3,5,35,74
Diploma,45,Not married,Pharmacy,EmployedAway,2,7,3,8,5,7,2,6,7,42,89
Diploma,46,Not married,Chemical Sciences,EmployedFT,1,6,1,9,2,6,2,8,8,39,82
Diploma,47,Not married,Teacher Education,Unemployed,1,8,6,5,10,4,7,2,5,43,91
Diploma,48,Not married,Teacher Education,EmployedAway,1,7,5,5,9,3,2,8,2,38,80
Diploma,49,Not married,Geomatic Engineering,NILF,1,1,8,0,7,2,6,3,8,32,68
Diploma,50,Not married,"Education, nfd",NILF,1,2,5,2,5,6,4,8,1,31,65
Diploma,51,Not married,Not applicable,NILF,1,9,6,2,2,9,9,4,7,44,93
Diploma,52,Not married,Computer Science,NILF,2,6,9,1,2,8,6,8,9,46,97
Diploma,53,Not married,Not applicable,EmployedFT,0,9,4,6,9,7,5,0,2,38,80
Diploma,54,Not married,Nursing,Unemployed,2,1,1,7,7,5,8,5,2,34,72
Diploma,55,Not married,Other Education,NILF,1,9,3,5,8,0,3,6,7,38,80
Diploma,56,Not married,"Engineering and Related Technologies, nfd",EmployedFT,2,10,5,4,8,3,3,5,6,41,87
Diploma,57,Not married,Sales and Marketing,NILF,0,4,4,2,8,1,9,7,7,38,80
Diploma,58,Not married,Language and Literature,NILF,0,3,4,4,6,9,0,9,1,32,68
Diploma,59,Not married,Medical Studies,NILF,1,6,9,2,9,8,5,3,5,43,91
Diploma,60,Not married,"Information Technology, nfd",EmployedAway,1,2,6,7,1,3,9,6,0,32,67
Diploma,61,Not married,Law,EmployedPT,1,7,7,3,8,7,10,10,8,55,116
Diploma,62,Not married,Rehabilitation Therapies,EmployedFT,0,4,7,8,1,9,3,1,10,39,82
Diploma,63,Not married,Agriculture,EmployedAway,0,9,10,6,6,4,2,7,4,43,91
Diploma,64,Not married,Performing Arts,Unemployed,1,9,1,3,3,9,6,2,2,32,68
Diploma,65,Not married,Law,EmployedPT,0,2,3,6,0,4,8,8,6,33,70
Diploma,66,Not married,Physics and Astronomy,Unemployed,0,1,4,7,1,3,4,8,1,26,55
Diploma,67,Not married,Earth Sciences,Unemployed,1,6,8,5,10,0,2,4,5,37,78
Diploma,68,Not married,Accounting,Unemployed,1,1,6,3,6,3,4,3,9,32,68
Diploma,69,Not married,Field of study not stated,EmployedAway,1,1,2,7,3,8,6,7,3,34,72
Diploma,70,Not married,Architecture,EmployedPT,0,7,2,7,9,0,7,6,5,39,82
Diploma,71,Not married,Manufacturing Engineering and Technology,NILF,0,10,6,9,1,9,1,9,1,41,87
Diploma,72,Not married,Information Systems,Unemployed,0,10,8,3,6,8,0,6,6,42,89
Diploma,73,Not married,Accounting,EmployedFT,1,8,4,6,1,8,4,4,1,33,70
Diploma,74,Not married,"Education, nfd",EmployedPT,0,7,4,8,10,0,4,8,10,46,97
Diploma,75,Not married,Physics and Astronomy,Unemployed,1,4,8,2,1,8,7,5,9,41,86
Diploma,76,Not married,Earth Sciences,Unemployed,1,9,8,8,2,5,8,9,1,46,97
Diploma,77,Not married,Geomatic Engineering,EmployedPT,1,1,1,3,2,3,0,8,2,19,40
Diploma,78,Not married,Optical Science,NILF,1,3,6,10,5,6,3,1,2,33,70
Diploma,79,Not married,Complementary Therapies,Unemployed,0,2,0,5,2,5,2,0,1,15,32
Diploma,80,Not married,Other Education,NILF,1,3,9,0,4,2,6,2,8,32,67
Diploma,81,Not married,Automotive Engineering and Technology,Unemployed,0,8,8,6,1,2,10,0,4,35,74
Diploma,82,Not married,Mathematical Sciences,EmployedPT,0,7,7,7,10,3,1,5,6,41,87
Diploma,83,Not married,Studies in Human Society,EmployedAway,1,4,2,3,4,0,2,9,4,26,55
Diploma,84,Not married,Graphic and Design Studies,Unemployed,1,3,5,8,7,10,7,8,4,48,101
Diploma,85,Not married,Computer Science,NILF,1,9,5,8,7,5,6,3,2,41,87
Diploma,86,Not married,"Creative Arts, nfd",Unemployed,1,9,6,8,5,1,6,9,3,43,91
Diploma,87,Not married,Process and Resources Engineering,EmployedFT,0,3,6,4,7,8,3,4,2,33,70
Diploma,88,Not married,Visual Arts and Crafts,EmployedPT,1,1,5,1,10,6,0,9,10,39,82
Diploma,89,Not married,Physics and Astronomy,EmployedFT,1,1,7,5,4,4,5,7,4,34,72
Diploma,90,Not married,Mathematical Sciences,EmployedAway,0,5,10,9,3,9,4,2,10,47,99
Diploma,91,Not married,Information Systems,EmployedFT,1,7,7,4,8,6,5,4,4,41,87
Diploma,92,Not married,Geomatic Engineering,NILF,1,6,3,7,7,3,6,2,8,39,82
Diploma,93,Not married,Accounting,NILF,0,9,3,2,4,2,1,9,4,31,65
Diploma,94,Not married,Rehabilitation Therapies,EmployedFT,0,10,6,6,9,4,8,2,6,46,97
Diploma,95,Not married,"Management and Commerce, nfd",EmployedAway,0,4,1,8,6,5,9,8,1,38,80
Diploma,96,Not married,Curriculum and Education Studies,NILF,1,2,3,1,6,8,2,6,2,28,59
Diploma,97,Not married,Earth Sciences,EmployedAway,0,5,4,6,4,5,0,1,4,26,55
Diploma,98,Not married,"Information Technology, nfd",Unemployed,0,8,4,4,0,7,10,1,9,39,82
Diploma,99,Not married,"Natural and Physical Sciences, nfd",Unemployed,1,8,4,1,1,4,5,5,7,32,68
Diploma,100,Not married,Graphic and Design Studies,NILF,0,6,9,9,2,4,7,5,0,38,80
Diploma,101,Not married,Philosophy and Religious Studies,EmployedFT,0,8,6,8,5,5,6,3,5,41,87
Diploma,102,Not married,Teacher Education,EmployedFT,1,10,9,6,3,7,6,2,4,43,91
Diploma,103,Not married,Manufacturing Engineering and Technology,EmployedAway,0,8,1,6,3,7,6,3,5,35,74
Diploma,104,Not married,Geomatic Engineering,NILF,1,10,6,2,4,9,3,10,4,44,93
Diploma,105,Not married,Field of study not stated,Unemployed,0,9,2,1,7,2,7,1,9,34,72
Bachelor,0,Not married,Manufacturing Engineering and Technology,EmployedFT,0,0,0,0,0,0,0,0,0,0,0
Bachelor,1,Not married,Not applicable,EmployedFT,0,0,0,0,0,0,0,0,0,0,0
Bachelor,2,Not married,Philosophy and Religious Studies,EmployedPT,0,0,0,0,0,0,0,0,0,0,0
Bachelor,3,Not married,"Natural and Physical Sciences, nfd",EmployedAway,0,0,0,0,0,0,0,0,0,0,0
Bachelor,4,Not married,Philosophy and Religious Studies,EmployedPT,0,0,0,0,0,0,0,0,0,0,0
Bachelor,5,Not married,Radiography,EmployedPT,0,0,0,0,0,0,0,0,0,0,0
Bachelor,6,Not married,Rehabilitation Therapies,EmployedPT,0,0,0,0,0,0,0,0,0,0,0
Bachelor,7,Not married,"Health, nfd",EmployedAway,0,0,0,0,0,0,0,0,0,0,0
Bachelor,8,Not married,Geomatic Engineering,EmployedPT,0,0,0,0,0,0,0,0,0,0,0
Bachelor,9,Not married,"Health, nfd",EmployedAway,0,0,0,0,0,0,0,0,0,0,0
Bachelor,10,Not married,Business and Management,EmployedFT,0,0,0,0,0,0,0,0,0,0,0
Bachelor,11,Not married,Sales and Marketing,EmployedFT,0,0,0,0,0,0,0,0,0,0,0
Bachelor,12,Not married,Public Health,EmployedAway,0,0,0,0,0,0,0,0,0,0,0
Bachelor,13,Not married,Other Creative Arts,EmployedAway,0,0,0,0,0,0,0,0,0,0,0
Bachelor,14,Not married,Teacher Education,Unemployed,0,0,0,0,0,0,0,0,0,0,0
Bachelor,15,Not married,Chemical Sciences,Unemployed,0,0,0,0,0,0,0,0,0,0,0
Bachelor,16,Not married,Biological Sciences,NILF,0,0,0,0,0,0,0,0,0,0,0
Bachelor,17,Not married,Computer Science,EmployedFT,1,7,2,9,8,0,9,8,0,40,84
Bachelor,18,Not married,Tourism,NILF,1,6,9,5,0,2,6,5,4,34,72
Bachelor,19,Not married,Civil Engineering,EmployedAway,4,8,1,9,9,7,4,2,5,44,93
Bachelor,20,Not married,Mechanical and Industrial Engineering and Technology,EmployedAway,3,10,7,0,6,4,9,9,1,44,93
Bachelor,21,Not married,Information Systems,NILF,1,1,3,8,0,6,0,8,9,32,68
Bachelor,22,Not married,Law,EmployedFT,1,2,8,4,10,3,2,2,9,37,78
Bachelor,23,Not married,Language and Literature,EmployedPT,2,8,3,9,2,6,4,9,8,46,97
Bachelor,24,Not married,Agriculture,EmployedFT,3,1,6,6,5,4,3,4,4,32,68
Bachelor,25,Not married,Other Natural and Physical Sciences,NILF,2,0,10,3,1,5,9,1,8,35,74
Bachelor,26,Not married,Visual Arts and Crafts,NILF,2,4,0,9,8,5,10,9,2,44,93
Bachelor,27,Not married,Field of study not stated,Unemployed,1,8,2,3,9,6,4,3,5,37,78
Bachelor,28,Not married,Curriculum and Education Studies,NILF,2,2,10,4,10,2,4,7,7,43,91
Bachelor,29,Not married,Dental Studies,Unemployed,0,1,6,8,0,6,8,3,9,37,78
Bachelor,30,Not married,Earth Sciences,EmployedAway,1,4,7,6,1,6,10,8,0,39,82
Bachelor,31,Not married,Aerospace Engineering and Technology,EmployedFT,2,8,10,5,2,1,5,4,0,33,70
Bachelor,32,Not married,Language and Literature,NILF,2,8,4,2,4,5,9,1,7,38,80
Bachelor,33,Not married,Nursing,EmployedAway,3,7,7,5,7,10,2,2,10,48,101
Bachelor,34,Not married,Business and Management,Unemployed,0,2,6,0,8,1,10,1,8,32,68
Bachelor,35,Not married,Rehabilitation Therapies,EmployedAway,2,4,4,3,1,6,9,4,0,30,63
Bachelor,36,Not married,Rehabilitation Therapies,Unemployed,2,7,8,1,7,0,2,5,3,32,67
Bachelor,37,Not married,Earth Sciences,EmployedAway,2,2,9,4,9,2,6,9,9,47,99
Bachelor,38,Not married,Computer Science,EmployedAway,1,6,7,7,8,9,8,9,2,51,108
Bachelor,39,Not married,Chemical Sciences,NILF,0,1,5,1,5,4,7,1,9,30,63
Bachelor,40,Not married,Not applicable,EmployedPT,2,9,3,1,1,5,4,9,8,38,80
Bachelor,41,Not married,Sales and Marketing,EmployedFT,2,1,4,8,3,9,0,5,0,29,61
Bachelor,42,Not married,Agriculture,EmployedAway,1,3,6,4,5,1,9,10,2,37,78
Bachelor,43,Not married,Other Engineering and Related Technologies,EmployedAway,0,4,3,3,10,4,3,5,8,36,76
Bachelor,44,Not married,Pharmacy,Unemployed,2,3,5,9,3,1,9,3,1,32,68
Bachelor,45,Not married,Electrical and Electronic Engineering and Technology,EmployedFT,1,5,7,4,8,9,6,0,9,44,93
Bachelor,46,Not married,Chemical Sciences,NILF,1,7,9,8,8,10,4,9,10,59,125
Bachelor,47,Not married,Veterinary Studies,EmployedPT,1,2,0,4,10,6,2,7,9,37,78
Bachelor,48,Not married,Dental Studies,NILF,1,8,3,5,6,7,4,1,4,35,74
Bachelor,49,Not married,Curriculum and Education Studies,Unemployed,0,4,1,1,10,10,5,9,5,41,86
Bachelor,50,Not married,Other Education,NILF,1,5,5,3,6,8,0,7,6,37,78
Bachelor,51,Not married,Other Creative Arts,EmployedPT,1,3,10,9,5,8,10,2,6,49,103
Bachelor,52,Not married,Visual Arts and Crafts,EmployedPT,0,4,3,9,3,1,10,9,2,37,78
Bachelor,53,Not married,"Education, nfd",NILF,1,1,7,2,0,6,2,5,0,22,46
Bachelor,54,Not married,Dental Studies,EmployedAway,2,7,8,2,8,2,8,1,9,42,89
Bachelor,55,Not married,Accounting,NILF,0,5,3,8,3,1,9,6,4,35,74
Bachelor,56,Not married,"Management and Commerce, nfd",NILF,1,7,3,6,7,1,6,2,0,30,63
Bachelor,57,Not married,Other Management and Commerce,EmployedPT,2,8,7,6,8,8,10,4,5,52,110
Bachelor,58,Not married,Accounting,Unemployed,0,6,2,9,1,1,5,2,3,26,55
Bachelor,59,Not married,Radiography,EmployedFT,1,3,5,5,5,7,3,8,1,34,72
Bachelor,60,Not married,Other Natural and Physical Sciences,EmployedPT,1,2,9,4,6,7,5,3,6,39,82
Bachelor,61,Not married,Mathematical Sciences,NILF,0,2,5,4,2,3,6,9,8,35,74
Bachelor,62,Not married,Complementary Therapies,Unemployed,1,9,5,6,3,8,7,4,4,42,89
Bachelor,63,Not married,Public Health,EmployedAway,1,8,8,3,8,3,6,10,5,47,99
Bachelor,64,Not married,Other Information Technology,EmployedAway,1,6,2,2,1,9,7,2,7,33,70
Bachelor,65,Not married,Agriculture,Unemployed,0,6,0,6,2,2,8,6,3,30,63
Bachelor,66,Not married,Physics and Astronomy,EmployedPT,1,5,7,6,10,3,2,1,2,33,70
Bachelor,67,Not married,Not applicable,EmployedAway,1,4,0,1,9,2,7,3,5,29,61
Bachelor,68,Not married,Language and Literature,EmployedAway,1,7,5,1,8,5,2,10,8,42,89
Bachelor,69,Not married,Other Natural and Physical Sciences,EmployedPT,1,8,6,4,2,7,4,9,1,38,80
Bachelor,70,Not married,Mathematical Sciences,EmployedPT,1,0,10,9,3,1,1,2,5,29,61
Bachelor,71,Not married,Other Health,EmployedPT,1,7,2,3,1,2,5,7,2,27,57
Bachelor,72,Not married,Electrical and Electronic Engineering and Technology,EmployedAway,0,8,2,9,5,1,7,4,10,41,87
Bachelor,73,Not married,Studies in Human Society,EmployedAway,1,4,1,0,5,5,8,10,6,36,76
Bachelor,74,Not married,"Banking, Finance and Related Fields",EmployedAway,0,0,1,6,7,3,7,2,2,25,53
Bachelor,75,Not married,Other Education,EmployedPT,1,6,3,7,5,6,2,5,5,36,76
Bachelor,76,Not married,Office Studies,EmployedPT,0,2,3,8,6,10,3,7,7,41,87
Bachelor,77,Not married,Agriculture,EmployedPT,1,6,8,3,3,5,5,6,5,38,80
Bachelor,78,Not married,Pharmacy,Unemployed,0,4,6,9,6,9,4,2,7,42,89
Bachelor,79,Not married,"Creative Arts, nfd",EmployedPT,1,5,2,5,1,3,8,4,6,32,67
Bachelor,80,Not married,Rehabilitation Therapies,Unemployed,1,2,9,9,9,1,6,1,9,42,89
Bachelor,81,Not married,Process and Resources Engineering,Unemployed,1,1,8,1,9,4,6,1,9,36,76
Bachelor,82,Not married,Biological Sciences,EmployedPT,0,8,0,6,2,9,7,8,1,37,78
Bachelor,83,Not married,Medical Studies,EmployedAway,0,8,9,4,7,10,5,8,5,50,106
Bachelor,84,Not married,"Information Technology, nfd",EmployedPT,1,8,2,2,4,5,1,4,9,32,68
Bachelor,85,Not married,Tourism,EmployedAway,1,9,6,6,8,7,9,2,8,50,106
Bachelor,86,Not married,"Education, nfd",EmployedAway,1,0,0,2,2,9,10,3,7,31,65
Bachelor,87,Not married,Philosophy and Religious Studies,Unemployed,0,1,2,10,8,5,5,4,2,33,70
Bachelor,88,Not married,"Engineering and Related Technologies, nfd",NILF,1,3,3,5,5,4,0,1,3,23,48
Bachelor,89,Not married,Communication and Media Studies,EmployedAway,0,7,0,3,4,6,6,1,10,33,70
Bachelor,90,Not married,Other Engineering and Related Technologies,NILF,1,8,9,1,3,9,3,3,1,34,72
Bachelor,91,Not married,Other Management and Commerce,EmployedAway,0,9,3,4,7,0,7,5,6,37,78
Bachelor,92,Not married,Civil Engineering,EmployedFT,1,2,7,6,4,9,5,9,1,40,84
Bachelor,93,Not married,"Management and Commerce, nfd",EmployedFT,0,5,3,1,6,5,9,0,5,31,65
Bachelor,94,Not married,"Natural and Physical Sciences, nfd",Unemployed,1,5,8,4,6,4,7,8,10,48,101
Bachelor,95,Not married,Biological Sciences,EmployedPT,1,3,2,0,10,3,3,3,6,28,59
Bachelor,96,Not married,Architecture,NILF,0,5,5,6,5,5,3,2,8,35,74
Bachelor,97,Not married,Studies in Human Society,EmployedAway,0,7,2,3,4,6,8,7,4,37,78
Bachelor,98,Not married,Nursing,NILF,0,4,7,9,0,3,0,2,2,24,51
Bachelor,99,Not married,Geomatic Engineering,Unemployed,1,1,5,6,10,3,3,4,4,33,70
Bachelor,100,Not married,Office Studies,EmployedAway,0,0,9,7,10,7,9,6,9,51,108
Bachelor,101,Not married,Veterinary Studies,Unemployed,0,1,3,1,2,6,8,4,2,24,51
Bachelor,102,Not married,"Creative Arts, nfd",NILF,0,2,2,6,3,9,9,1,9,37,78
Bachelor,103,Not married,"Creative Arts, nfd",NILF,0,8,3,0,3,3,0,6,5,25,53
Bachelor,104,Not married,Graphic and Design Studies,Unemployed,1,5,8,3,10,1,2,9,9,43,91
Bachelor,105,Not married,Veterinary Studies,NILF,0,10,4,8,7,4,2,2,7,40,84
Diploma,0,Not married,Aerospace Engineering and Technology,EmployedFT,0,0,0,0,0,0,0,0,0,0,0
Diploma,1,Not married,Biological Sciences,Unemployed,0,0,0,0,0,0,0,0,0,0,0
Diploma,2,Not married,Architecture,EmployedAway,0,0,0,0,0,0,0,0,0,0,0
Diploma,3,Not married,Political Science and Policy Studies,EmployedPT,0,0,0,0,0,0,0,0,0,0,0
Diploma,4,Not married,Earth Sciences,NILF,0,0,0,0,0,0,0,0,0,0,0
Diploma,5,Not married,"Banking, Finance and Related Fields",EmployedFT,0,0,0,0,0,0,0,0,0,0,0
Diploma,6,Not married,"Information Technology, nfd",Unemployed,0,0,0,0,0,0,0,0,0,0,0
Diploma,7,Not married,Optical Science,EmployedPT,0,0,0,0,0,0,0,0,0,0,0
Diploma,8,Not married,Philosophy and Religious Studies,NILF,0,0,0,0,0,0,0,0,0,0,0
Diploma,9,Not married,Other Engineering and Related Technologies,NILF,0,0,0,0,0,0,0,0,0,0,0
Diploma,10,Not married,Aerospace Engineering and Technology,EmployedFT,0,0,0,0,0,0,0,0,0,0,0
Diploma,11,Not married,Medical Studies,EmployedFT,0,0,0,0,0,0,0,0,0,0,0
Diploma,12,Not married,"Education, nfd",EmployedPT,0,0,0,0,0,0,0,0,0,0,0
Diploma,13,Not married,Computer Science,NILF,0,0,0,0,0,0,0,0,0,0,0
Diploma,14,Not married,Field of study not stated,EmployedAway,0,0,0,0,0,0,0,0,0,0,0
Diploma,15,Not married,Aerospace Engineering and Technology,Unemployed,0,0,0,0,0,0,0,0,0,0,0
Diploma,16,Not married,"Health, nfd",EmployedAway,0,0,0,0,0,0,0,0,0,0,0
Diploma,17,Not married,"Health, nfd",EmployedFT,3,9,7,2,3,7,9,5,5,45,95
Diploma,18,Not married,Rehabilitation Therapies,EmployedPT,2,6,9,4,1,1,7,6,7,39,82
Diploma,19,Not married,Not applicable,NILF,4,2,6,6,7,9,9,8,8,53,112
Diploma,20,Not married,Performing Arts,EmployedPT,3,8,5,6,4,3,8,4,7,43,91
Diploma,21,Not married,"Information Technology, nfd",EmployedPT,4,1,9,2,7,6,0,5,8,38,80
Diploma,22,Not married,Business and Management,EmployedFT,3,8,6,10,8,9,1,2,4,46,97
Diploma,23,Not married,Other Health,EmployedFT,2,2,3,0,2,0,7,3,6,23,48
Diploma,24,Not married,"Management and Commerce, nfd",EmployedAway,4,3,0,3,10,5,2,2,5,31,65
Diploma,25,Not married,"Natural and Physical Sciences, nfd",EmployedAway,1,0,8,1,9,1,7,1,7,32,67
Diploma,26,Not married,Communication and Media Studies,EmployedAway,3,2,2,4,7,7,4,1,5,32,67
Diploma,27,Not married,Law,NILF,1,3,2,10,1,5,5,9,8,40,84
Diploma,28,Not married,Not applicable,Unemployed,2,0,3,3,5,5,3,0,1,20,42
Diploma,29,Not married,Other Creative Arts,EmployedFT,3,7,2,4,1,7,3,5,10,38,80
Diploma,30,Not married,Nursing,NILF,2,1,0,10,7,0,4,6,1,28,59
Diploma,31,Not married,Other Education,NILF,1,5,7,8,10,7,0,8,4,45,95
Diploma,32,Not married,Aerospace Engineering and Technology,Unemployed,0,2,5,7,9,9,9,9,8,52,110
Diploma,33,Not married,"Natural and Physical Sciences, nfd",EmployedFT,2,8,8,4,5,2,2,7,9,42,89
Diploma,34,Not married,Architecture,Unemployed,3,9,4,8,4,1,7,3,8,42,89
Diploma,35,Not married,Automotive Engineering and Technology,Unemployed,2,7,7,2,8,2,6,7,1,38,80
Diploma,36,Not married,"Education, nfd",EmployedAway,1,8,3,1,3,5,2,1,10,31,65
Diploma,37,Not married,Agriculture,NILF,2,10,3,0,3,1,0,9,9,33,70
Diploma,38,Not married,"Creative Arts, nfd",Unemployed,1,10,3,4,6,4,10,5,5,43,91
Diploma,39,Not married,Other Natural and Physical Sciences,EmployedFT,2,2,4,1,3,8,6,7,4,33,70
Diploma,40,Not married,Geomatic Engineering,EmployedFT,1,3,3,4,4,3,8,6,4,32,68
Diploma,41,Not married,Complementary Therapies,Unemployed,1,3,10,5,5,10,1,6,4,41,86
Diploma,42,Not married,Biological Sciences,Unemployed,1,7,0,9,8,1,3,2,8,35,74
Diploma,43,Not married,Rehabilitation Therapies,Unemployed,0,7,1,0,4,4,3,10,8,33,70
Diploma,44,Not married,Computer Science,EmployedPT,1,8,4,6,9,7,4,6,9,49,103
Diploma,45,Not married,"Management and Commerce, nfd",EmployedPT,2,4,7,0,4,1,8,7,7,36,76
Diploma,46,Not married,Philosophy and Religious Studies,EmployedFT,2,8,9,4,9,5,7,1,4,44,93
Diploma,47,Not married,Computer Science,EmployedFT,2,5,4,6,7,3,4,2,2,32,67
Diploma,48,Not married,Law,Unemployed,1,7,8,5,2,3,9,7,8,45,95
Diploma,49,Not married,"Information Technology, nfd",Unemployed,1,1,3,6,3,3,9,8,4,34,72
Diploma,50,Not married,Not applicable,EmployedFT,0,3,3,8,2,10,4,4,5,35,74
Diploma,51,Not married,Civil Engineering,NILF,1,9,9,1,3,3,7,3,4,36,76
Diploma,52,Not married,Geomatic Engineering,EmployedAway,0,10,8,4,2,6,1,1,4,32,68
Diploma,53,Not married,Complementary Therapies,EmployedPT,1,2,5,9,7,5,7,5,10,46,97
Diploma,54,Not married,Graphic and Design Studies,NILF,0,4,7,9,5,6,8,6,7,47,99
Diploma,55,Not married,Other Information Technology,Unemployed,0,1,1,2,1,3,8,3,2,19,40
Diploma,56,Not married,Agriculture,EmployedPT,0,9,10,8,6,4,3,5,1,41,87
Diploma,57,Not married,Not applicable,EmployedAway,1,6,6,1,2,3,0,5,9,30,63
Diploma,58,Not married,"Education, nfd",EmployedPT,1,8,0,0,4,7,10,1,7,34,72
Diploma,59,Not married,Studies in Human Society,EmployedAway,0,3,2,9,8,8,5,0,4,35,74
Diploma,60,Not married,Teacher Education,EmployedPT,1,2,7,3,5,1,8,8,9,40,84
Diploma,61,Not married,"Education, nfd",EmployedFT,2,0,5,2,2,3,4,3,3,22,46
Diploma,62,Not married,Philosophy and Religious Studies,EmployedAway,0,6,9,6,4,8,8,8,9,52,110
Diploma,63,Not married,Field of study not stated,Unemployed,1,6,6,8,1,4,0,3,4,30,63
Diploma,64,Not married,Radiography,EmployedFT,1,1,5,8,8,8,9,2,4,41,87
Diploma,65,Not married,Veterinary Studies,EmployedAway,0,10,8,7,2,9,7,5,3,46,97
Diploma,66,Not married,"Information Technology, nfd",EmployedFT,0,4,8,1,5,8,3,7,3,35,74
Diploma,67,Not married,Business and Management,Unemployed,1,1,7,6,3,3,5,1,3,27,57
Diploma,68,Not married,Process and Resources Engineering,EmployedPT,1,4,10,5,7,2,5,8,7,44,93
Diploma,69,Not married,"Banking, Finance and Related Fields",EmployedAway,0,10,5,3,6,4,4,10,2,40,84
Diploma,70,Not married,Accounting,Unemployed,0,8,1,8,4,8,8,2,6,41,86
Diploma,71,Not married,Maritime Engineering and Technology,Unemployed,1,8,9,8,1,1,2,8,1,35,74
Diploma,72,Not married,Field of study not stated,Unemployed,1,8,3,2,9,4,4,3,4,34,72
Diploma,73,Not married,Veterinary Studies,NILF,1,7,10,9,7,8,2,5,5,49,103
Diploma,74,Not married,Tourism,Unemployed,1,8,1,7,6,9,0,4,5,37,78
Diploma,75,Not married,Public Health,EmployedPT,1,5,4,4,6,8,1,4,0,30,63
Diploma,76,Not married,Other Management and Commerce,EmployedPT,1,4,1,8,1,1,9,2,4,28,59
Diploma,77,Not married,"Engineering and Related Technologies, nfd",Unemployed,1,9,8,7,5,3,10,7,8,52,110
Diploma,78,Not married,Studies in Human Society,EmployedPT,0,6,4,0,1,6,4,9,2,29,61
Diploma,79,Not married,Physics and Astronomy,EmployedPT,1,8,8,1,3,5,4,2,10,38,80
Diploma,80,Not married,Physics and Astronomy,Unemployed,1,1,1,0,5,6,6,8,3,28,59
Diploma,81,Not married,Mechanical and Industrial Engineering and Technology,Unemployed,1,2,4,4,3,5,4,7,1,28,59
Diploma,82,Not married,Sales and Marketing,NILF,1,10,6,3,1,2,3,9,6,37,78
Diploma,83,Not married,Business and Management,Unemployed,1,10,0,4,6,7,5,6,9,43,91
Diploma,84,Not married,Veterinary Studies,Unemployed,1,5,7,3,10,2,1,1,3,30,63
Diploma,85,Not married,Other Information Technology,NILF,0,9,2,0,9,7,3,3,8,37,78
Diploma,86,Not married,Law,EmployedPT,0,0,7,10,5,10,5,4,8,44,93
Diploma,87,Not married,Political Science and Policy Studies,EmployedAway,1,9,0,5,7,5,9,9,2,42,89
Diploma,88,Not married,Other Education,EmployedFT,0,2,3,8,8,6,9,8,7,46,97
Diploma,89,Not married,Other Health,NILF,1,1,6,0,7,8,2,3,6,31,65
Diploma,90,Not married,Curriculum and Education Studies,EmployedAway,0,2,1,4,6,7,1,2,1,22,46
Diploma,91,Not married,Veterinary Studies,Unemployed,1,5,5,9,6,7,7,2,5,42,89
Diploma,92,Not married,Political Science and Policy Studies,Unemployed,0,5,4,3,7,7,9,8,4,42,89
Diploma,93,Not married,Studies in Human Society,NILF,1,4,10,8,2,6,7,9,1,43,91
Diploma,94,Not married,"Information Technology, nfd",EmployedAway,0,5,9,6,8,5,8,5,1,42,89
Diploma,95,Not married,Office Studies,EmployedFT,0,8,9,9,1,1,1,2,0,28,59
Diploma,96,Not married,Aerospace Engineering and Technology,NILF,1,6,4,3,9,2,2,7,5,35,74
Diploma,97,Not married,Physics and Astronomy,NILF,0,8,3,8,8,4,10,10,3,49,103
Diploma,98,Not married,Geomatic Engineering,EmployedFT,0,1,5,2,2,2,3,3,8,23,49
Diploma,99,Not married,Law,Unemployed,0,8,3,8,2,6,1,2,4,31,65
Diploma,100,Not married,Computer Science,Unemployed,1,3,2,2,0,1,7,1,0,15,32
Diploma,101,Not married,"Education, nfd",EmployedFT,0,0,0,9,0,4,7,5,8,30,63
