AGEP Age,MDCP Social Marital Status,OCC06P Occupation 06 (ANZSCO),None,One,Two,Three,Four,Five,Six or more,Not applicable,Total
82,Married in a de facto marriage,Sales Workers,0,0,0,0,0,0,0,0,0
82,Married in a de facto marriage,Machinery Operators And Drivers,0,0,0,0,0,0,0,0,0
82,Married in a de facto marriage,Labourers,0,0,0,0,0,0,0,0,0
82,Married in a de facto marriage,Inadequately described,0,0,0,0,0,0,0,0,0
82,Married in a de facto marriage,Not stated,0,0,0,0,0,0,0,0,0
82,Married in a de facto marriage,Not applicable,0,5,0,3,4,0,0,20,35
82,Not married,Managers,4,0,0,3,0,0,0,10,25
82,Not married,Professionals,0,0,0,0,0,0,0,5,3
82,Not married,Technicians and Trades Workers,0,0,0,0,0,0,0,4,3
82,Not married,Community and Personal Service Workers,0,0,0,0,0,0,0,0,0
82,Not married,Clerical and Administrative Workers,0,0,0,0,0,0,0,4,4
82,Not married,Sales Workers,0,3,3,0,0,0,0,3,9
82,Not married,Machinery Operators And Drivers,0,0,0,0,0,0,0,3,3
82,Not married,Labourers,0,0,0,0,0,0,0,3,4
82,Not married,Inadequately described,0,0,0,0,0,0,0,3,3
82,Not married,Not stated,0,0,3,0,3,0,0,0,8
82,Not married,Not applicable,286,247,487,393,237,106,125,607,2488
83,Married in a registered marriage,Managers,0,0,0,3,3,0,0,17,29
83,Married in a registered marriage,Professionals,0,0,0,0,0,0,0,7,5
83,Married in a registered marriage,Technicians and Trades Workers,0,0,0,0,0,0,0,0,0
83,Married in a registered marriage,Community and Personal Service Workers,0,0,0,0,0,0,0,0,0
83,Married in a registered marriage,Clerical and Administrative Workers,0,0,0,0,0,3,0,3,5
83,Married in a registered marriage,Sales Workers,0,0,0,0,0,0,0,0,4
83,Married in a registered marriage,Machinery Operators And Drivers,0,0,0,0,0,0,0,3,3
83,Married in a registered marriage,Labourers,0,0,0,0,0,0,0,3,3
83,Married in a registered marriage,Inadequately described,0,0,0,0,0,0,0,0,0
83,Married in a registered marriage,Not stated,0,0,3,0,0,0,0,3,4
83,Married in a registered marriage,Not applicable,77,102,255,194,95,48,33,1019,1823
83,Married in a de facto marriage,Managers,0,0,0,0,0,0,0,0,0
83,Married in a de facto marriage,Professionals,0,0,0,0,0,0,0,0,0
83,Married in a de facto marriage,Technicians and Trades Workers,0,0,0,0,0,0,0,0,0
83,Married in a de facto marriage,Community and Personal Service Workers,0,0,0,0,0,0,0,0,0
83,Married in a de facto marriage,Clerical and Administrative Workers,0,0,0,0,0,0,0,0,0
83,Married in a de facto marriage,Sales Workers,0,0,0,0,0,0,0,0,0
83,Married in a de facto marriage,Machinery Operators And Drivers,0,0,0,0,0,0,0,0,0
83,Married in a de facto marriage,Labourers,0,0,0,0,0,0,0,0,0
83,Married in a de facto marriage,Inadequately described,0,0,0,0,0,0,0,0,0
83,Married in a de facto marriage,Not stated,0,0,0,0,0,0,0,0,0
83,Married in a de facto marriage,Not applicable,0,4,3,3,3,0,0,9,27
83,Not married,Managers,0,0,0,0,0,0,0,6,8
83,Not married,Professionals,0,0,0,0,0,0,0,3,3
83,Not married,Technicians and Trades Workers,0,0,0,0,0,0,0,3,3
83,Not married,Community and Personal Service Workers,0,0,0,0,0,0,0,0,0
83,Not married,Clerical and Administrative Workers,0,3,4,0,0,0,0,3,15
83,Not married,Sales Workers,0,0,0,0,0,0,0,3,6
83,Not married,Machinery Operators And Drivers,0,0,0,0,0,0,0,0,0
83,Not married,Labourers,0,0,0,0,0,0,0,3,7
83,Not married,Inadequately described,0,0,3,0,0,0,0,3,5
83,Not married,Not stated,3,0,3,0,0,0,0,0,5
83,Not married,Not applicable,260,238,440,371,228,99,92,490,2217
84,Married in a registered marriage,Managers,0,0,0,4,0,0,0,10,13
84,Married in a registered marriage,Professionals,0,0,0,0,0,0,0,3,3
84,Married in a registered marriage,Technicians and Trades Workers,0,0,0,0,0,0,0,3,3
84,Married in a registered marriage,Community and Personal Service Workers,0,0,0,0,0,0,0,0,0
84,Married in a registered marriage,Clerical and Administrative Workers,0,0,3,0,0,0,0,0,5
84,Married in a registered marriage,Sales Workers,3,0,0,0,0,0,0,3,7
84,Married in a registered marriage,Machinery Operators And Drivers,0,0,0,0,0,0,0,0,0
84,Married in a registered marriage,Labourers,0,0,0,0,0,0,0,0,0
84,Married in a registered marriage,Inadequately described,0,0,0,0,0,0,0,0,0
84,Married in a registered marriage,Not stated,0,0,0,0,0,0,0,0,0
84,Married in a registered marriage,Not applicable,63,90,203,154,95,30,31,893,1574
84,Married in a de facto marriage,Managers,0,0,0,0,0,0,0,0,0
84,Married in a de facto marriage,Professionals,0,0,0,0,0,0,0,0,0
84,Married in a de facto marriage,Technicians and Trades Workers,0,0,0,0,0,0,0,0,0
84,Married in a de facto marriage,Community and Personal Service Workers,0,0,0,0,0,0,0,0,0
84,Married in a de facto marriage,Clerical and Administrative Workers,0,0,0,0,0,0,0,0,0
84,Married in a de facto marriage,Sales Workers,0,0,0,0,0,0,0,0,0
84,Married in a de facto marriage,Machinery Operators And Drivers,0,0,0,0,0,0,0,0,0
84,Married in a de facto marriage,Labourers,0,0,0,0,0,0,0,0,0
84,Married in a de facto marriage,Inadequately described,0,0,0,0,0,0,0,0,0
84,Married in a de facto marriage,Not stated,0,0,0,0,0,0,0,0,0
84,Married in a de facto marriage,Not applicable,0,0,3,0,0,0,0,13,23
84,Not married,Managers,3,0,0,0,0,0,0,7,13
84,Not married,Professionals,0,0,0,0,0,0,0,3,4
84,Not married,Technicians and Trades Workers,0,0,0,0,0,0,0,0,0
84,Not married,Community and Personal Service Workers,0,0,0,0,0,0,0,0,0
84,Not married,Clerical and Administrative Workers,0,0,0,0,0,0,0,0,3
84,Not married,Sales Workers,0,0,0,0,0,0,0,0,3
84,Not married,Machinery Operators And Drivers,0,0,0,0,0,0,0,0,0
84,Not married,Labourers,0,0,0,0,0,0,0,3,3
84,Not married,Inadequately described,0,0,0,0,0,0,0,0,3
84,Not married,Not stated,0,0,0,0,0,0,0,3,11
84,Not married,Not applicable,216,248,454,350,181,86,87,529,2150
85,Married in a registered marriage,Managers,0,0,0,0,0,0,0,12,14
85,Married in a registered marriage,Professionals,0,0,0,0,0,0,0,4,7
85,Married in a registered marriage,Technicians and Trades Workers,0,0,0,0,0,0,0,0,0
85,Married in a registered marriage,Community and Personal Service Workers,0,0,0,0,0,0,0,0,0
85,Married in a registered marriage,Clerical and Administrative Workers,0,0,0,0,0,0,0,4,3
85,Married in a registered marriage,Sales Workers,0,0,0,0,0,0,0,0,3
85,Married in a registered marriage,Machinery Operators And Drivers,0,0,0,0,0,0,0,0,0
85,Married in a registered marriage,Labourers,0,0,0,0,0,0,0,3,4
85,Married in a registered marriage,Inadequately described,0,0,0,0,0,0,0,0,0
85,Married in a registered marriage,Not stated,0,0,0,0,0,0,0,3,3
85,Married in a registered marriage,Not applicable,58,74,144,125,71,19,21,726,1241
85,Married in a de facto marriage,Managers,0,0,0,0,0,0,0,0,4
85,Married in a de facto marriage,Professionals,0,0,0,0,0,0,0,0,0
85,Married in a de facto marriage,Technicians and Trades Workers,0,0,0,0,0,0,0,0,0
85,Married in a de facto marriage,Community and Personal Service Workers,0,0,0,0,0,0,0,0,0
85,Married in a de facto marriage,Clerical and Administrative Workers,0,0,0,0,0,0,0,0,0
85,Married in a de facto marriage,Sales Workers,0,0,0,0,0,0,0,0,0
85,Married in a de facto marriage,Machinery Operators And Drivers,0,0,0,0,0,0,0,0,0
85,Married in a de facto marriage,Labourers,0,0,0,0,0,0,0,0,0
85,Married in a de facto marriage,Inadequately described,0,0,0,0,0,0,0,0,0
85,Married in a de facto marriage,Not stated,0,0,0,0,0,0,0,0,0
85,Married in a de facto marriage,Not applicable,3,3,5,5,0,0,0,19,25
85,Not married,Managers,0,0,0,0,0,0,0,7,11
85,Not married,Professionals,0,0,0,0,0,0,0,0,0
85,Not married,Technicians and Trades Workers,0,0,0,0,0,0,0,0,0
85,Not married,Community and Personal Service Workers,0,0,0,0,0,0,0,0,0
85,Not married,Clerical and Administrative Workers,0,0,0,0,0,0,0,0,7
85,Not married,Sales Workers,0,0,0,0,0,0,0,3,4
85,Not married,Machinery Operators And Drivers,0,0,0,0,0,0,0,0,0
85,Not married,Labourers,0,0,0,0,0,0,0,0,4
85,Not married,Inadequately described,0,0,0,0,0,0,0,3,3
85,Not married,Not stated,0,0,0,3,0,0,0,3,9
85,Not married,Not applicable,235,219,399,267,180,75,85,438,1893
86,Married in a registered marriage,Managers,0,0,0,4,0,0,0,23,29
86,Married in a registered marriage,Professionals,0,0,0,0,0,0,0,8,9
86,Married in a registered marriage,Technicians and Trades Workers,0,0,0,0,0,0,0,4,3
86,Married in a registered marriage,Community and Personal Service Workers,0,0,0,0,0,0,0,3,3
86,Married in a registered marriage,Clerical and Administrative Workers,0,0,3,3,0,0,0,3,12
86,Married in a registered marriage,Sales Workers,3,0,3,0,0,0,0,0,7
86,Married in a registered marriage,Machinery Operators And Drivers,0,0,0,0,0,0,0,9,11
86,Married in a registered marriage,Labourers,0,0,0,3,0,0,0,5,10
86,Married in a registered marriage,Inadequately described,0,0,0,0,0,0,0,0,0
86,Married in a registered marriage,Not stated,0,0,0,0,0,0,0,5,5
86,Married in a registered marriage,Not applicable,24,45,133,82,47,21,16,654,1026
86,Married in a de facto marriage,Managers,0,0,0,0,0,0,0,0,3
86,Married in a de facto marriage,Professionals,0,0,0,0,0,0,0,0,0
86,Married in a de facto marriage,Technicians and Trades Workers,0,0,0,0,0,0,0,0,0
86,Married in a de facto marriage,Community and Personal Service Workers,0,0,0,0,0,0,0,0,0
86,Married in a de facto marriage,Clerical and Administrative Workers,0,0,0,0,0,0,0,0,0
86,Married in a de facto marriage,Sales Workers,0,0,0,0,0,0,0,0,0
86,Married in a de facto marriage,Machinery Operators And Drivers,0,0,0,0,0,0,0,3,3
86,Married in a de facto marriage,Labourers,0,0,0,0,0,0,0,0,0
86,Married in a de facto marriage,Inadequately described,0,0,0,0,0,0,0,0,0
86,Married in a de facto marriage,Not stated,0,0,0,0,0,0,0,0,0
86,Married in a de facto marriage,Not applicable,0,0,3,3,0,0,0,4,10
86,Not married,Managers,0,0,0,0,0,0,0,11,12
86,Not married,Professionals,0,0,0,0,0,0,0,3,3
86,Not married,Technicians and Trades Workers,0,0,0,0,0,0,0,3,4
86,Not married,Community and Personal Service Workers,3,3,0,0,0,0,0,0,4
86,Not married,Clerical and Administrative Workers,0,0,0,0,0,0,0,3,7
86,Not married,Sales Workers,0,0,0,0,0,0,0,6,3
86,Not married,Machinery Operators And Drivers,0,0,0,0,0,0,0,0,0
86,Not married,Labourers,0,0,0,0,0,0,0,9,10
86,Not married,Inadequately described,0,0,0,0,0,0,0,3,0
86,Not married,Not stated,0,0,0,0,0,0,0,0,3
86,Not married,Not applicable,191,201,309,274,149,81,52,393,1650
87,Married in a registered marriage,Managers,0,0,0,0,0,0,0,10,13
87,Married in a registered marriage,Professionals,0,0,0,0,0,0,0,3,3
87,Married in a registered marriage,Technicians and Trades Workers,0,0,0,0,0,0,0,4,7
87,Married in a registered marriage,Community and Personal Service Workers,0,0,3,0,0,0,0,3,3
87,Married in a registered marriage,Clerical and Administrative Workers,0,0,4,3,0,0,0,0,8
87,Married in a registered marriage,Sales Workers,0,0,3,0,0,0,0,0,10
87,Married in a registered marriage,Machinery Operators And Drivers,0,0,3,0,0,0,0,0,3
87,Married in a registered marriage,Labourers,0,0,0,0,0,0,0,3,7
87,Married in a registered marriage,Inadequately described,0,0,0,0,0,0,0,0,0
87,Married in a registered marriage,Not stated,0,0,0,0,0,0,0,0,6
87,Married in a registered marriage,Not applicable,24,32,82,58,27,9,9,364,610
87,Married in a de facto marriage,Managers,0,0,0,0,0,0,0,3,3
87,Married in a de facto marriage,Professionals,0,0,0,0,0,0,0,0,0
87,Married in a de facto marriage,Technicians and Trades Workers,0,0,0,0,0,0,0,3,3
87,Married in a de facto marriage,Community and Personal Service Workers,0,0,0,0,0,0,0,0,0
87,Married in a de facto marriage,Clerical and Administrative Workers,0,0,0,0,0,0,0,3,3
87,Married in a de facto marriage,Sales Workers,0,0,0,0,0,0,0,0,0
87,Married in a de facto marriage,Machinery Operators And Drivers,0,0,0,0,0,0,0,3,3
87,Married in a de facto marriage,Labourers,0,0,0,0,0,0,0,3,3
87,Married in a de facto marriage,Inadequately described,0,0,0,0,0,0,0,0,0
87,Married in a de facto marriage,Not stated,0,0,0,0,0,0,0,0,0
87,Married in a de facto marriage,Not applicable,0,0,4,0,0,0,0,9,10
87,Not married,Managers,3,0,0,0,0,0,0,8,12
87,Not married,Professionals,0,0,0,0,0,0,0,0,0
87,Not married,Technicians and Trades Workers,0,0,0,0,0,0,0,0,0
87,Not married,Community and Personal Service Workers,0,0,0,0,0,0,0,0,0
87,Not married,Clerical and Administrative Workers,9,0,3,0,0,0,0,0,14
87,Not married,Sales Workers,0,0,0,0,0,0,0,0,4
87,Not married,Machinery Operators And Drivers,0,0,0,0,0,0,0,7,7
87,Not married,Labourers,3,0,0,0,0,0,0,5,9
87,Not married,Inadequately described,0,0,0,0,0,0,0,0,0
87,Not married,Not stated,3,0,0,0,0,0,0,3,8
87,Not married,Not applicable,164,146,239,178,92,51,61,270,1197
88,Married in a registered marriage,Managers,0,0,0,0,0,0,0,7,4
88,Married in a registered marriage,Professionals,0,0,0,0,0,0,0,0,0
88,Married in a registered marriage,Technicians and Trades Workers,0,0,0,0,0,0,0,0,0
88,Married in a registered marriage,Community and Personal Service Workers,0,0,0,0,0,0,0,0,0
88,Married in a registered marriage,Clerical and Administrative Workers,0,0,0,0,0,0,0,0,0
88,Married in a registered marriage,Sales Workers,0,0,0,0,0,0,0,0,0
88,Married in a registered marriage,Machinery Operators And Drivers,0,0,0,0,0,0,0,0,0
88,Married in a registered marriage,Labourers,0,0,0,0,0,0,0,0,3
88,Married in a registered marriage,Inadequately described,0,0,0,0,0,0,0,0,0
88,Married in a registered marriage,Not stated,0,0,0,0,0,0,0,0,0
88,Married in a registered marriage,Not applicable,29,32,58,37,19,7,3,332,508
88,Married in a de facto marriage,Managers,0,0,0,0,0,0,0,0,0
88,Married in a de facto marriage,Professionals,0,0,0,0,0,0,0,0,0
88,Married in a de facto marriage,Technicians and Trades Workers,0,0,0,0,0,0,0,0,0
88,Married in a de facto marriage,Community and Personal Service Workers,0,0,0,0,0,0,0,0,0
88,Married in a de facto marriage,Clerical and Administrative Workers,0,0,0,0,0,0,0,0,0
88,Married in a de facto marriage,Sales Workers,0,0,0,0,0,0,0,0,0
88,Married in a de facto marriage,Machinery Operators And Drivers,0,0,0,0,0,0,0,0,0
88,Married in a de facto marriage,Labourers,0,0,0,0,0,0,0,0,0
88,Married in a de facto marriage,Inadequately described,0,0,0,0,0,0,0,0,0
88,Married in a de facto marriage,Not stated,0,0,0,0,0,0,0,0,0
88,Married in a de facto marriage,Not applicable,0,0,4,3,0,0,0,4,17
88,Not married,Managers,0,0,0,0,0,0,0,7,6
88,Not married,Professionals,0,0,0,0,0,0,0,3,3
88,Not married,Technicians and Trades Workers,0,0,0,0,0,0,0,0,0
88,Not married,Community and Personal Service Workers,0,0,0,0,0,0,0,0,0
88,Not married,Clerical and Administrative Workers,0,0,0,0,0,0,0,0,0
88,Not married,Sales Workers,0,0,0,0,0,0,0,0,0
88,Not married,Machinery Operators And Drivers,0,0,0,0,0,0,0,0,0
88,Not married,Labourers,0,0,0,0,0,0,0,0,0
88,Not married,Inadequately described,0,0,0,0,0,0,0,0,3
88,Not married,Not stated,0,0,0,0,0,0,0,0,0
88,Not married,Not applicable,104,119,214,167,94,37,45,243,1014
89,Married in a registered marriage,Managers,0,0,0,0,0,0,0,0,3
89,Married in a registered marriage,Professionals,0,0,0,0,0,0,0,0,0
89,Married in a registered marriage,Technicians and Trades Workers,0,0,0,0,0,0,0,0,0
89,Married in a registered marriage,Community and Personal Service Workers,0,0,0,0,0,0,0,0,0
89,Married in a registered marriage,Clerical and Administrative Workers,0,0,0,0,0,0,0,3,4
89,Married in a registered marriage,Sales Workers,0,0,0,0,0,0,0,0,0
89,Married in a registered marriage,Machinery Operators And Drivers,0,0,0,0,0,0,0,3,3
89,Married in a registered marriage,Labourers,0,0,0,0,0,0,0,0,3
89,Married in a registered marriage,Inadequately described,0,0,0,0,0,0,0,0,0
89,Married in a registered marriage,Not stated,0,0,0,0,0,0,0,0,0
89,Married in a registered marriage,Not applicable,10,19,34,26,12,6,0,236,344
89,Married in a de facto marriage,Managers,0,0,0,0,0,0,0,0,0
89,Married in a de facto marriage,Professionals,0,0,0,0,0,0,0,0,0
89,Married in a de facto marriage,Technicians and Trades Workers,0,0,0,0,0,0,0,0,0
89,Married in a de facto marriage,Community and Personal Service Workers,0,0,0,0,0,0,0,0,0
89,Married in a de facto marriage,Clerical and Administrative Workers,0,0,0,0,0,0,0,0,0
89,Married in a de facto marriage,Sales Workers,0,0,0,0,0,0,0,0,0
89,Married in a de facto marriage,Machinery Operators And Drivers,0,0,0,0,0,0,0,0,0
89,Married in a de facto marriage,Labourers,0,0,0,0,0,0,0,0,0
89,Married in a de facto marriage,Inadequately described,0,0,0,0,0,0,0,0,0
89,Married in a de facto marriage,Not stated,0,0,0,0,0,0,0,0,0
89,Married in a de facto marriage,Not applicable,0,0,0,0,0,0,0,3,5
89,Not married,Managers,0,0,0,0,0,0,0,0,5
89,Not married,Professionals,0,0,0,0,0,0,0,0,0
89,Not married,Technicians and Trades Workers,0,0,0,0,0,0,0,5,5
89,Not married,Community and Personal Service Workers,0,0,0,0,0,0,0,0,0
89,Not married,Clerical and Administrative Workers,0,0,0,0,0,0,0,0,0
89,Not married,Sales Workers,0,0,0,0,0,0,0,0,0
89,Not married,Machinery Operators And Drivers,0,0,0,0,0,0,0,0,0
89,Not married,Labourers,0,0,0,0,0,0,0,0,3
89,Not married,Inadequately described,0,0,0,0,0,0,0,0,3
89,Not married,Not stated,0,0,0,0,0,0,0,0,0
89,Not married,Not applicable,124,107,190,136,58,29,31,248,926
90,Married in a registered marriage,Managers,0,0,0,0,0,0,0,0,0
90,Married in a registered marriage,Professionals,0,0,0,0,0,0,0,0,0
90,Married in a registered marriage,Technicians and Trades Workers,0,0,0,0,0,0,0,0,0
90,Married in a registered marriage,Community and Personal Service Workers,0,0,0,0,0,0,0,0,0
90,Married in a registered marriage,Clerical and Administrative Workers,0,0,0,0,0,0,0,0,0
90,Married in a registered marriage,Sales Workers,0,0,0,0,0,0,0,0,0
90,Married in a registered marriage,Machinery Operators And Drivers,0,0,0,0,0,0,0,0,0
90,Married in a registered marriage,Labourers,0,0,0,0,0,0,0,0,0
90,Married in a registered marriage,Inadequately described,0,0,0,0,0,0,0,0,0
90,Married in a registered marriage,Not stated,0,0,0,0,0,0,0,0,3
90,Married in a registered marriage,Not applicable,11,15,38,19,12,3,3,155,250
90,Married in a de facto marriage,Managers,4,0,0,0,0,0,0,0,4
90,Married in a de facto marriage,Professionals,0,0,0,0,0,0,0,0,0
90,Married in a de facto marriage,Technicians and Trades Workers,0,0,0,0,0,0,0,0,0
90,Married in a de facto marriage,Community and Personal Service Workers,0,0,0,0,0,0,0,0,0
90,Married in a de facto marriage,Clerical and Administrative Workers,0,0,0,0,0,0,0,0,3
90,Married in a de facto marriage,Sales Workers,0,0,0,0,0,0,0,0,0
90,Married in a de facto marriage,Machinery Operators And Drivers,0,0,0,0,0,0,0,0,0
90,Married in a de facto marriage,Labourers,0,0,0,0,0,0,0,0,0
90,Married in a de facto marriage,Inadequately described,0,0,0,0,0,0,0,0,0
90,Married in a de facto marriage,Not stated,0,0,0,0,0,0,0,0,0
90,Married in a de facto marriage,Not applicable,0,0,0,0,0,0,0,7,12
90,Not married,Managers,0,0,0,0,0,0,0,0,0
90,Not married,Professionals,0,0,0,0,0,0,0,0,0
90,Not married,Technicians and Trades Workers,0,0,0,0,0,0,0,0,0
90,Not married,Community and Personal Service Workers,0,0,0,0,0,0,0,0,0
90,Not married,Clerical and Administrative Workers,0,0,0,0,0,0,0,0,0
90,Not married,Sales Workers,0,0,0,0,0,0,0,0,0
90,Not married,Machinery Operators And Drivers,0,0,0,0,0,0,0,0,0
90,Not married,Labourers,0,0,0,0,0,0,0,0,3
90,Not married,Inadequately described,0,0,0,0,0,0,0,0,0
90,Not married,Not stated,0,0,0,0,0,0,0,0,3
90,Not married,Not applicable,97,92,176,109,62,38,34,204,820
91,Married in a registered marriage,Managers,0,0,0,0,0,0,0,3,3
91,Married in a registered marriage,Professionals,0,0,0,0,0,0,0,0,0
91,Married in a registered marriage,Technicians and Trades Workers,0,0,0,0,0,0,0,0,0
91,Married in a registered marriage,Community and Personal Service Workers,0,0,0,0,0,0,0,0,0
91,Married in a registered marriage,Clerical and Administrative Workers,0,0,0,0,0,0,0,3,3
91,Married in a registered marriage,Sales Workers,0,0,0,0,0,0,0,0,3
91,Married in a registered marriage,Machinery Operators And Drivers,0,0,0,0,0,0,0,0,0
91,Married in a registered marriage,Labourers,0,0,0,0,0,0,0,0,3
91,Married in a registered marriage,Inadequately described,0,0,0,0,0,0,0,0,0
91,Married in a registered marriage,Not stated,0,0,0,0,0,0,0,0,0
91,Married in a registered marriage,Not applicable,9,21,29,11,4,3,7,147,224
91,Married in a de facto marriage,Managers,0,0,0,0,0,0,0,0,4
91,Married in a de facto marriage,Professionals,0,0,0,0,0,0,0,0,0
91,Married in a de facto marriage,Technicians and Trades Workers,0,0,0,0,0,0,0,0,0
91,Married in a de facto marriage,Community and Personal Service Workers,3,0,0,0,0,0,0,0,3
91,Married in a de facto marriage,Clerical and Administrative Workers,0,0,0,0,0,0,0,0,0
91,Married in a de facto marriage,Sales Workers,0,0,0,0,0,0,0,0,0
91,Married in a de facto marriage,Machinery Operators And Drivers,0,0,0,0,0,0,0,0,0
91,Married in a de facto marriage,Labourers,0,0,0,0,0,0,0,0,0
91,Married in a de facto marriage,Inadequately described,0,0,0,0,0,0,0,0,0
91,Married in a de facto marriage,Not stated,0,0,0,0,0,0,0,0,0
91,Married in a de facto marriage,Not applicable,0,0,0,0,0,0,0,5,6
91,Not married,Managers,0,0,0,0,0,0,0,0,3
91,Not married,Professionals,3,0,0,0,0,0,0,0,3
91,Not married,Technicians and Trades Workers,0,0,0,0,0,0,0,0,0
91,Not married,Community and Personal Service Workers,0,0,0,0,0,0,0,0,0
91,Not married,Clerical and Administrative Workers,3,0,0,0,0,0,0,0,7
91,Not married,Sales Workers,0,0,0,0,0,0,0,0,0
91,Not married,Machinery Operators And Drivers,0,0,0,0,0,0,0,0,0
91,Not married,Labourers,0,0,0,0,0,0,0,0,0
91,Not married,Inadequately described,0,0,0,0,0,0,0,0,0
91,Not married,Not stated,0,0,0,0,0,0,0,0,0
91,Not married,Not applicable,100,94,138,91,47,13,25,131,636
92,Married in a registered marriage,Managers,0,0,0,0,0,0,0,3,3
92,Married in a registered marriage,Professionals,0,0,0,0,0,0,0,0,0
92,Married in a registered marriage,Technicians and Trades Workers,0,0,0,0,0,0,0,0,0
92,Married in a registered marriage,Community and Personal Service Workers,0,0,0,0,0,0,0,0,3
92,Married in a registered marriage,Clerical and Administrative Workers,0,0,0,0,0,0,0,0,0
92,Married in a registered marriage,Sales Workers,0,0,0,0,0,0,0,0,0
92,Married in a registered marriage,Machinery Operators And Drivers,0,0,0,0,0,0,0,3,3
92,Married in a registered marriage,Labourers,0,0,0,0,0,0,0,0,0
92,Married in a registered marriage,Inadequately described,0,0,0,0,0,0,0,0,0
92,Married in a registered marriage,Not stated,0,0,0,0,0,0,0,0,0
92,Married in a registered marriage,Not applicable,4,4,10,6,6,0,0,90,121
92,Married in a de facto marriage,Managers,0,0,0,0,0,0,0,0,0
92,Married in a de facto marriage,Professionals,0,0,0,0,0,0,0,0,0
92,Married in a de facto marriage,Technicians and Trades Workers,0,0,0,0,0,0,0,0,0
92,Married in a de facto marriage,Community and Personal Service Workers,0,0,0,0,0,0,0,0,0
92,Married in a de facto marriage,Clerical and Administrative Workers,0,0,0,0,0,0,0,0,0
92,Married in a de facto marriage,Sales Workers,0,0,0,0,0,0,0,0,0
92,Married in a de facto marriage,Machinery Operators And Drivers,0,0,0,0,0,0,0,0,0
92,Married in a de facto marriage,Labourers,0,0,0,0,0,0,0,0,0
92,Married in a de facto marriage,Inadequately described,0,0,0,0,0,0,0,0,0
92,Married in a de facto marriage,Not stated,0,0,0,0,0,0,0,0,0
92,Married in a de facto marriage,Not applicable,0,0,0,0,0,0,0,3,3
92,Not married,Managers,0,0,0,0,0,0,0,0,0
92,Not married,Professionals,0,0,0,0,0,0,0,0,0
92,Not married,Technicians and Trades Workers,0,0,0,0,0,0,0,0,0
92,Not married,Community and Personal Service Workers,0,0,0,0,0,0,0,0,0
92,Not married,Clerical and Administrative Workers,0,0,0,0,0,0,0,0,0
92,Not married,Sales Workers,0,0,0,0,0,0,0,0,0
92,Not married,Machinery Operators And Drivers,0,0,0,0,0,0,0,0,0
92,Not married,Labourers,0,0,0,0,0,0,0,0,0
92,Not married,Inadequately described,0,0,0,0,0,0,0,0,0
92,Not married,Not stated,0,0,0,0,0,0,0,0,0
92,Not married,Not applicable,56,59,99,66,31,24,21,98,452
93,Married in a registered marriage,Managers,0,0,0,0,0,0,0,0,0
93,Married in a registered marriage,Professionals,0,0,0,0,0,0,0,0,0
93,Married in a registered marriage,Technicians and Trades Workers,0,0,0,0,0,0,0,0,0
93,Married in a registered marriage,Community and Personal Service Workers,0,0,0,0,0,0,0,0,0
93,Married in a registered marriage,Clerical and Administrative Workers,0,0,0,0,0,0,0,0,3
93,Married in a registered marriage,Sales Workers,0,0,0,0,0,0,0,0,0
93,Married in a registered marriage,Machinery Operators And Drivers,0,0,0,0,0,0,0,0,0
93,Married in a registered marriage,Labourers,0,0,0,0,0,0,0,0,0
93,Married in a registered marriage,Inadequately described,0,0,0,0,0,0,0,0,0
93,Married in a registered marriage,Not stated,0,0,0,0,0,0,0,0,0
93,Married in a registered marriage,Not applicable,0,3,11,4,0,0,0,80,98
93,Married in a de facto marriage,Managers,0,0,0,0,0,0,0,0,0
93,Married in a de facto marriage,Professionals,0,0,0,0,0,0,0,0,0
93,Married in a de facto marriage,Technicians and Trades Workers,0,0,0,0,0,0,0,0,0
93,Married in a de facto marriage,Community and Personal Service Workers,0,0,0,0,0,0,0,0,0
93,Married in a de facto marriage,Clerical and Administrative Workers,0,0,0,0,0,0,0,0,0
93,Married in a de facto marriage,Sales Workers,0,0,0,0,0,0,0,0,0
93,Married in a de facto marriage,Machinery Operators And Drivers,0,0,0,0,0,0,0,0,0
93,Married in a de facto marriage,Labourers,0,0,0,0,0,0,0,0,0
93,Married in a de facto marriage,Inadequately described,0,0,0,0,0,0,0,0,0
93,Married in a de facto marriage,Not stated,0,0,0,0,0,0,0,0,0
93,Married in a de facto marriage,Not applicable,0,0,0,0,0,0,0,0,0
93,Not married,Managers,0,0,0,0,0,0,0,0,7
93,Not married,Professionals,0,0,0,0,0,0,0,0,0
93,Not married,Technicians and Trades Workers,0,0,0,0,0,0,0,0,0
93,Not married,Community and Personal Service Workers,0,0,0,0,0,0,0,0,3
93,Not married,Clerical and Administrative Workers,0,0,0,0,0,0,0,0,0
93,Not married,Sales Workers,0,0,0,0,0,0,0,0,0
93,Not married,Machinery Operators And Drivers,0,0,0,0,0,0,0,3,3
93,Not married,Labourers,0,0,0,0,0,0,0,0,0
93,Not married,Inadequately described,0,0,0,0,0,0,0,0,0
93,Not married,Not stated,0,0,0,0,0,0,0,0,0
93,Not married,Not applicable,39,31,66,46,24,13,14,78,303
94,Married in a registered marriage,Managers,0,0,0,0,0,0,0,0,0
94,Married in a registered marriage,Professionals,0,0,0,0,0,0,0,0,0
94,Married in a registered marriage,Technicians and Trades Workers,0,0,0,0,0,0,0,3,3
