AGEP Age in Single Years,MDCP Social Marital Status,OCCP Occupation,No children,1 child,2 children,3 children,4 children,5 children,6 children,7 children,8 children,Not applicable,Total
93,Married in a registered marriage,Not applicable,3,9,3,5,0,3,0,0,0,64,95
93,Married in a de facto marriage,Managers,0,0,0,0,0,0,0,0,0,0,0
93,Married in a de facto marriage,Professionals,0,0,0,0,0,0,0,0,0,0,0
93,Married in a de facto marriage,Technicians and Trades Workers,0,0,0,0,0,0,0,0,0,0,0
93,Married in a de facto marriage,Community and Personal Service Workers,0,0,0,0,0,0,0,0,0,0,0
93,Married in a de facto marriage,Clerical and Administrative Workers,0,0,0,0,0,0,0,0,0,0,0
93,Married in a de facto marriage,Sales Workers,0,0,0,0,0,0,0,0,0,0,0
93,Married in a de facto marriage,Machinery Operators And Drivers,0,0,0,0,0,0,0,0,0,0,0
93,Married in a de facto marriage,Labourers,0,0,0,0,0,0,0,0,0,0,0
93,Married in a de facto marriage,Inadequately described,0,0,0,0,0,0,0,0,0,0,0
93,Married in a de facto marriage,Not stated,0,0,0,0,0,0,0,0,0,0,0
93,Married in a de facto marriage,Not applicable,0,0,0,0,0,0,0,0,0,0,0
93,Not married,Managers,0,0,0,0,0,0,0,0,0,0,0
93,Not married,Professionals,0,0,0,0,0,0,0,0,0,3,3
93,Not married,Technicians and Trades Workers,0,0,0,0,0,0,0,0,0,0,0
93,Not married,Community and Personal Service Workers,0,0,0,0,0,0,0,0,0,0,0
93,Not married,Clerical and Administrative Workers,0,0,0,0,0,0,0,0,0,0,0
93,Not married,Sales Workers,0,0,0,0,0,0,0,0,0,0,0
93,Not married,Machinery Operators And Drivers,0,0,0,0,0,0,0,0,0,0,0
93,Not married,Labourers,0,0,0,0,0,0,0,0,0,0,0
93,Not married,Inadequately described,0,0,0,0,0,0,0,0,0,0,0
93,Not married,Not stated,0,0,0,0,0,0,0,0,0,3,3
93,Not married,Not applicable,45,53,102,62,50,13,9,10,4,101,453
94,Married in a registered marriage,Managers,0,0,0,0,0,0,0,0,0,0,0
94,Married in a registered marriage,Professionals,0,0,0,0,0,0,0,0,0,0,0
94,Married in a registered marriage,Technicians and Trades Workers,0,0,0,0,0,0,0,0,0,0,0
94,Married in a registered marriage,Community and Personal Service Workers,0,0,0,0,0,0,0,0,0,0,0
94,Married in a registered marriage,Clerical and Administrative Workers,0,0,0,0,0,0,0,0,0,0,0
94,Married in a registered marriage,Sales Workers,0,0,0,0,0,0,0,0,0,0,0
94,Married in a registered marriage,Machinery Operators And Drivers,0,0,0,0,0,0,0,0,0,0,0
94,Married in a registered marriage,Labourers,0,0,0,0,0,0,0,0,0,0,0
94,Married in a registered marriage,Inadequately described,0,0,0,0,0,0,0,0,0,0,0
94,Married in a registered marriage,Not stated,0,0,0,0,0,0,0,0,0,0,0
94,Married in a registered marriage,Not applicable,0,0,4,3,7,3,0,0,0,48,61
94,Married in a de facto marriage,Managers,0,0,0,0,0,0,0,0,0,0,0
94,Married in a de facto marriage,Professionals,0,0,0,0,0,0,0,0,0,0,0
94,Married in a de facto marriage,Technicians and Trades Workers,0,0,0,0,0,0,0,0,0,0,0
94,Married in a de facto marriage,Community and Personal Service Workers,0,0,0,0,0,0,0,0,0,0,0
94,Married in a de facto marriage,Clerical and Administrative Workers,0,0,0,0,0,0,0,0,0,0,0
94,Married in a de facto marriage,Sales Workers,0,0,0,0,0,0,0,0,0,0,0
94,Married in a de facto marriage,Machinery Operators And Drivers,0,0,0,0,0,0,0,0,0,0,0
94,Married in a de facto marriage,Labourers,0,0,0,0,0,0,0,0,0,0,0
94,Married in a de facto marriage,Inadequately described,0,0,0,0,0,0,0,0,0,0,0
94,Married in a de facto marriage,Not stated,0,0,0,0,0,0,0,0,0,0,0
94,Married in a de facto marriage,Not applicable,0,0,4,0,0,0,0,0,0,0,4
94,Not married,Managers,0,0,0,0,0,0,0,0,0,0,3
94,Not married,Professionals,0,0,0,0,0,0,0,0,0,0,0
94,Not married,Technicians and Trades Workers,0,0,0,0,0,0,0,0,0,0,0
94,Not married,Community and Personal Service Workers,0,0,0,0,0,0,0,0,0,0,0
94,Not married,Clerical and Administrative Workers,0,0,0,0,0,0,0,0,0,0,0
94,Not married,Sales Workers,0,0,0,0,0,0,0,0,0,0,0
94,Not married,Machinery Operators And Drivers,0,0,0,0,0,0,0,0,0,0,0
94,Not married,Labourers,0,0,0,0,0,0,0,0,0,0,0
94,Not married,Inadequately described,0,0,0,0,0,0,0,0,0,0,0
94,Not married,Not stated,0,0,0,0,0,0,0,0,0,0,0
94,Not married,Not applicable,33,34,66,53,40,6,3,0,3,71,324
95,Married in a registered marriage,Managers,0,0,0,0,0,0,0,0,0,0,0
95,Married in a registered marriage,Professionals,0,0,0,0,0,0,0,0,0,0,0
95,Married in a registered marriage,Technicians and Trades Workers,0,0,0,0,0,0,0,0,0,0,0
95,Married in a registered marriage,Community and Personal Service Workers,0,0,0,0,0,0,0,0,0,0,0
95,Married in a registered marriage,Clerical and Administrative Workers,0,0,0,0,0,0,0,0,0,0,0
95,Married in a registered marriage,Sales Workers,0,0,0,0,0,0,0,0,0,0,0
95,Married in a registered marriage,Machinery Operators And Drivers,0,0,0,0,0,0,0,0,0,0,0
95,Married in a registered marriage,Labourers,0,0,0,0,0,0,0,0,0,0,0
95,Married in a registered marriage,Inadequately described,0,0,0,0,0,0,0,0,0,0,0
95,Married in a registered marriage,Not stated,0,0,0,0,0,0,0,0,0,0,0
95,Married in a registered marriage,Not applicable,0,0,0,0,0,0,0,0,0,32,39
95,Married in a de facto marriage,Managers,0,0,0,0,0,0,0,0,0,0,0
95,Married in a de facto marriage,Professionals,0,0,0,0,0,0,0,0,0,0,0
95,Married in a de facto marriage,Technicians and Trades Workers,0,0,0,0,0,0,0,0,0,0,0
95,Married in a de facto marriage,Community and Personal Service Workers,0,0,0,0,0,0,0,0,0,0,0
95,Married in a de facto marriage,Clerical and Administrative Workers,0,0,0,0,0,0,0,0,0,0,0
95,Married in a de facto marriage,Sales Workers,0,0,0,0,0,0,0,0,0,0,0
95,Married in a de facto marriage,Machinery Operators And Drivers,0,0,0,0,0,0,0,0,0,0,0
95,Married in a de facto marriage,Labourers,0,0,0,0,0,0,0,0,0,0,0
95,Married in a de facto marriage,Inadequately described,0,0,0,0,0,0,0,0,0,0,0
95,Married in a de facto marriage,Not stated,0,0,0,0,0,0,0,0,0,0,0
95,Married in a de facto marriage,Not applicable,0,0,0,0,0,0,0,0,0,0,0
95,Not married,Managers,0,0,0,0,0,0,0,0,0,0,0
95,Not married,Professionals,0,0,0,0,0,0,0,0,0,0,0
95,Not married,Technicians and Trades Workers,0,0,0,0,0,0,0,0,0,0,0
95,Not married,Community and Personal Service Workers,0,0,0,0,0,0,0,0,0,0,0
95,Not married,Clerical and Administrative Workers,0,0,0,0,0,0,0,0,0,0,0
95,Not married,Sales Workers,0,0,0,0,0,0,0,0,0,0,0
95,Not married,Machinery Operators And Drivers,0,0,0,0,0,0,0,0,0,0,0
95,Not married,Labourers,0,0,0,0,0,0,0,0,0,0,0
95,Not married,Inadequately described,0,0,0,0,0,0,0,0,0,0,0
95,Not married,Not stated,0,0,0,0,0,0,0,0,0,0,0
95,Not married,Not applicable,28,15,51,20,15,15,3,0,3,54,211
96,Married in a registered marriage,Managers,0,0,0,0,0,0,0,0,0,0,0
96,Married in a registered marriage,Professionals,0,0,0,0,0,0,0,0,0,0,0
96,Married in a registered marriage,Technicians and Trades Workers,0,0,0,0,0,0,0,0,0,0,0
96,Married in a registered marriage,Community and Personal Service Workers,0,0,0,0,0,0,0,0,0,0,0
96,Married in a registered marriage,Clerical and Administrative Workers,0,0,0,0,0,0,0,0,0,0,0
96,Married in a registered marriage,Sales Workers,0,0,0,0,0,0,0,0,0,0,0
96,Married in a registered marriage,Machinery Operators And Drivers,0,0,0,0,0,0,0,0,0,0,0
96,Married in a registered marriage,Labourers,0,0,0,0,0,0,0,0,0,0,0
96,Married in a registered marriage,Inadequately described,0,0,0,0,0,0,0,0,0,0,0
96,Married in a registered marriage,Not stated,0,0,0,0,0,0,0,0,0,0,0
96,Married in a registered marriage,Not applicable,0,0,0,3,0,0,0,0,0,23,23
96,Married in a de facto marriage,Managers,0,0,0,0,0,0,0,0,0,0,0
96,Married in a de facto marriage,Professionals,0,0,0,0,0,0,0,0,0,0,0
96,Married in a de facto marriage,Technicians and Trades Workers,0,0,0,0,0,0,0,0,0,0,0
96,Married in a de facto marriage,Community and Personal Service Workers,0,0,0,0,0,0,0,0,0,0,0
96,Married in a de facto marriage,Clerical and Administrative Workers,0,0,0,0,0,0,0,0,0,0,0
96,Married in a de facto marriage,Sales Workers,0,0,0,0,0,0,0,0,0,0,0
96,Married in a de facto marriage,Machinery Operators And Drivers,0,0,0,0,0,0,0,0,0,0,0
96,Married in a de facto marriage,Labourers,0,0,0,0,0,0,0,0,0,0,0
96,Married in a de facto marriage,Inadequately described,0,0,0,0,0,0,0,0,0,0,0
96,Married in a de facto marriage,Not stated,0,0,0,0,0,0,0,0,0,0,0
96,Married in a de facto marriage,Not applicable,0,0,0,0,0,0,0,0,0,0,3
96,Not married,Managers,0,0,0,0,0,0,0,0,0,0,3
96,Not married,Professionals,0,0,0,0,0,0,0,0,0,0,0
96,Not married,Technicians and Trades Workers,0,0,0,0,0,0,0,0,0,0,0
96,Not married,Community and Personal Service Workers,0,0,0,0,0,0,0,0,0,0,0
96,Not married,Clerical and Administrative Workers,0,0,0,0,0,0,0,0,0,0,0
96,Not married,Sales Workers,0,0,0,0,0,0,0,0,0,0,0
96,Not married,Machinery Operators And Drivers,0,0,0,0,0,0,0,0,0,0,0
96,Not married,Labourers,0,0,0,0,0,0,0,0,0,0,0
96,Not married,Inadequately described,0,0,0,0,0,0,0,0,0,0,0
96,Not married,Not stated,0,0,0,0,0,0,0,0,0,0,0
96,Not married,Not applicable,24,11,37,15,17,3,7,3,0,51,159
97,Married in a registered marriage,Managers,0,0,0,0,0,0,0,0,0,0,0
97,Married in a registered marriage,Professionals,0,0,0,0,0,0,0,0,0,0,0
97,Married in a registered marriage,Technicians and Trades Workers,0,0,0,0,0,0,0,0,0,0,0
97,Married in a registered marriage,Community and Personal Service Workers,0,0,0,0,0,0,0,0,0,0,0
97,Married in a registered marriage,Clerical and Administrative Workers,0,0,0,0,0,0,0,0,0,0,0
97,Married in a registered marriage,Sales Workers,0,0,0,0,0,0,0,0,0,0,0
97,Married in a registered marriage,Machinery Operators And Drivers,0,0,0,0,0,0,0,0,0,0,0
97,Married in a registered marriage,Labourers,0,0,0,0,0,0,0,0,0,0,0
97,Married in a registered marriage,Inadequately described,0,0,0,0,0,0,0,0,0,0,0
97,Married in a registered marriage,Not stated,0,0,0,0,0,0,0,0,0,0,0
97,Married in a registered marriage,Not applicable,0,0,0,0,0,0,0,0,0,11,14
97,Married in a de facto marriage,Managers,0,0,0,0,0,0,0,0,0,0,0
97,Married in a de facto marriage,Professionals,0,0,0,0,0,0,0,0,0,0,0
97,Married in a de facto marriage,Technicians and Trades Workers,0,0,0,0,0,0,0,0,0,0,0
97,Married in a de facto marriage,Community and Personal Service Workers,0,0,0,0,0,0,0,0,0,0,0
97,Married in a de facto marriage,Clerical and Administrative Workers,0,0,0,0,0,0,0,0,0,0,0
97,Married in a de facto marriage,Sales Workers,0,0,0,0,0,0,0,0,0,0,0
97,Married in a de facto marriage,Machinery Operators And Drivers,0,0,0,0,0,0,0,0,0,0,0
97,Married in a de facto marriage,Labourers,0,0,0,0,0,0,0,0,0,0,0
97,Married in a de facto marriage,Inadequately described,0,0,0,0,0,0,0,0,0,0,0
97,Married in a de facto marriage,Not stated,0,0,0,0,0,0,0,0,0,0,0
97,Married in a de facto marriage,Not applicable,0,0,0,0,0,0,0,0,0,0,0
97,Not married,Managers,0,0,0,0,0,0,0,0,0,0,0
97,Not married,Professionals,0,0,0,0,0,0,0,0,0,0,0
97,Not married,Technicians and Trades Workers,0,0,0,0,0,0,0,0,0,0,0
97,Not married,Community and Personal Service Workers,0,0,0,0,0,0,0,0,0,0,0
97,Not married,Clerical and Administrative Workers,0,0,0,0,0,0,0,0,0,0,0
97,Not married,Sales Workers,0,0,0,0,0,0,0,0,0,0,0
97,Not married,Machinery Operators And Drivers,0,0,0,0,0,0,0,0,0,0,0
97,Not married,Labourers,0,0,0,0,0,0,0,0,0,0,0
97,Not married,Inadequately described,0,0,0,0,0,0,0,0,0,0,0
97,Not married,Not stated,0,0,0,0,0,0,0,0,0,0,0
97,Not married,Not applicable,13,26,30,16,5,3,0,0,0,20,111
98,Married in a registered marriage,Managers,0,0,0,0,0,0,0,0,0,0,0
98,Married in a registered marriage,Professionals,0,0,0,0,0,0,0,0,0,0,0
98,Married in a registered marriage,Technicians and Trades Workers,0,0,0,0,0,0,0,0,0,0,0
98,Married in a registered marriage,Community and Personal Service Workers,0,0,0,0,0,0,0,0,0,0,0
98,Married in a registered marriage,Clerical and Administrative Workers,0,0,0,0,0,0,0,0,0,0,0
98,Married in a registered marriage,Sales Workers,0,0,0,0,0,0,0,0,0,0,0
98,Married in a registered marriage,Machinery Operators And Drivers,0,0,0,0,0,0,0,0,0,0,0
98,Married in a registered marriage,Labourers,0,0,0,0,0,0,0,0,0,0,0
98,Married in a registered marriage,Inadequately described,0,0,0,0,0,0,0,0,0,0,0
98,Married in a registered marriage,Not stated,0,0,0,0,0,0,0,0,0,0,0
98,Married in a registered marriage,Not applicable,0,0,0,0,0,0,0,0,0,4,10
98,Married in a de facto marriage,Managers,0,0,0,0,0,0,0,0,0,0,0
98,Married in a de facto marriage,Professionals,0,0,0,0,0,0,0,0,0,0,0
98,Married in a de facto marriage,Technicians and Trades Workers,0,0,0,0,0,0,0,0,0,0,0
98,Married in a de facto marriage,Community and Personal Service Workers,0,0,0,0,0,0,0,0,0,0,0
98,Married in a de facto marriage,Clerical and Administrative Workers,0,0,0,0,0,0,0,0,0,0,0
98,Married in a de facto marriage,Sales Workers,0,0,0,0,0,0,0,0,0,0,0
98,Married in a de facto marriage,Machinery Operators And Drivers,0,0,0,0,0,0,0,0,0,0,0
98,Married in a de facto marriage,Labourers,0,0,0,0,0,0,0,0,0,0,0
98,Married in a de facto marriage,Inadequately described,0,0,0,0,0,0,0,0,0,0,0
98,Married in a de facto marriage,Not stated,0,0,0,0,0,0,0,0,0,0,0
98,Married in a de facto marriage,Not applicable,0,0,0,0,0,0,0,0,0,0,0
98,Not married,Managers,0,0,0,0,0,0,0,0,0,0,0
98,Not married,Professionals,0,0,0,0,0,0,0,0,0,0,0
98,Not married,Technicians and Trades Workers,0,0,0,0,0,0,0,0,0,0,0
98,Not married,Community and Personal Service Workers,0,0,0,0,0,0,0,0,0,0,0
98,Not married,Clerical and Administrative Workers,0,0,0,0,0,0,0,0,0,0,0
98,Not married,Sales Workers,0,0,0,0,0,0,0,0,0,0,0
98,Not married,Machinery Operators And Drivers,0,0,0,0,0,0,0,0,0,0,0
98,Not married,Labourers,0,0,0,0,0,0,0,0,0,0,0
98,Not married,Inadequately described,0,0,0,0,0,0,0,0,0,0,0
98,Not married,Not stated,0,0,0,0,0,0,0,0,0,0,0
98,Not married,Not applicable,8,12,11,10,3,0,0,0,0,11,62
99,Married in a registered marriage,Managers,0,0,0,0,0,0,0,0,0,0,0
99,Married in a registered marriage,Professionals,0,0,0,0,0,0,0,0,0,0,0
99,Married in a registered marriage,Technicians and Trades Workers,0,0,0,0,0,0,0,0,0,0,0
99,Married in a registered marriage,Community and Personal Service Workers,0,0,0,0,0,0,0,0,0,0,0
99,Married in a registered marriage,Clerical and Administrative Workers,0,0,0,0,0,0,0,0,0,0,0
99,Married in a registered marriage,Sales Workers,0,0,0,0,0,0,0,0,0,0,0
99,Married in a registered marriage,Machinery Operators And Drivers,0,0,0,0,0,0,0,0,0,0,0
99,Married in a registered marriage,Labourers,0,0,0,0,0,0,0,0,0,0,0
99,Married in a registered marriage,Inadequately described,0,0,0,0,0,0,0,0,0,0,0
99,Married in a registered marriage,Not stated,0,0,0,0,0,0,0,0,0,0,0
99,Married in a registered marriage,Not applicable,0,0,0,0,0,0,0,0,0,4,4
99,Married in a de facto marriage,Managers,0,0,0,0,0,0,0,0,0,0,0
99,Married in a de facto marriage,Professionals,0,0,0,0,0,0,0,0,0,0,0
99,Married in a de facto marriage,Technicians and Trades Workers,0,0,0,0,0,0,0,0,0,0,0
99,Married in a de facto marriage,Community and Personal Service Workers,0,0,0,0,0,0,0,0,0,0,0
99,Married in a de facto marriage,Clerical and Administrative Workers,0,0,0,0,0,0,0,0,0,0,0
99,Married in a de facto marriage,Sales Workers,0,0,0,0,0,0,0,0,0,0,0
99,Married in a de facto marriage,Machinery Operators And Drivers,0,0,0,0,0,0,0,0,0,0,0
99,Married in a de facto marriage,Labourers,0,0,0,0,0,0,0,0,0,0,0
99,Married in a de facto marriage,Inadequately described,0,0,0,0,0,0,0,0,0,0,0
99,Married in a de facto marriage,Not stated,0,0,0,0,0,0,0,0,0,0,0
99,Married in a de facto marriage,Not applicable,0,0,0,0,0,0,0,0,0,0,0
99,Not married,Managers,0,0,0,0,0,0,0,0,0,0,0
99,Not married,Professionals,0,0,0,0,0,0,0,0,0,0,0
99,Not married,Technicians and Trades Workers,0,0,0,0,0,0,0,0,0,0,0
99,Not married,Community and Personal Service Workers,0,0,0,0,0,0,0,0,0,0,0
99,Not married,Clerical and Administrative Workers,0,0,0,0,0,0,0,0,0,0,0
99,Not married,Sales Workers,0,0,0,0,0,0,0,0,0,0,0
99,Not married,Machinery Operators And Drivers,0,0,0,0,0,0,0,0,0,0,0
99,Not married,Labourers,0,0,0,0,0,0,0,0,0,0,0
99,Not married,Inadequately described,0,0,0,0,0,0,0,0,0,0,0
99,Not married,Not stated,0,0,0,0,0,0,0,0,0,0,0
99,Not married,Not applicable,5,5,6,7,0,0,0,0,0,3,35
100,Married in a registered marriage,Managers,0,0,0,0,0,0,0,0,0,0,0
100,Married in a registered marriage,Professionals,0,0,0,0,0,0,0,0,0,0,0
100,Married in a registered marriage,Technicians and Trades Workers,0,0,0,0,0,0,0,0,0,0,0
100,Married in a registered marriage,Community and Personal Service Workers,0,0,0,0,0,0,0,0,0,0,0
100,Married in a registered marriage,Clerical and Administrative Workers,0,0,0,0,0,0,0,0,0,0,0
100,Married in a registered marriage,Sales Workers,0,0,0,0,0,0,0,0,0,0,0
100,Married in a registered marriage,Machinery Operators And Drivers,0,0,0,0,0,0,0,0,0,0,0
100,Married in a registered marriage,Labourers,0,0,0,0,0,0,0,0,0,0,0
100,Married in a registered marriage,Inadequately described,0,0,0,0,0,0,0,0,0,0,0
100,Married in a registered marriage,Not stated,0,0,0,0,0,0,0,0,0,0,0
100,Married in a registered marriage,Not applicable,0,0,0,0,0,0,0,0,0,3,3
100,Married in a de facto marriage,Managers,0,0,0,0,0,0,0,0,0,0,0
100,Married in a de facto marriage,Professionals,0,0,0,0,0,0,0,0,0,0,0
100,Married in a de facto marriage,Technicians and Trades Workers,0,0,0,0,0,0,0,0,0,0,0
100,Married in a de facto marriage,Community and Personal Service Workers,0,0,0,0,0,0,0,0,0,0,0
100,Married in a de facto marriage,Clerical and Administrative Workers,0,0,0,0,0,0,0,0,0,0,0
100,Married in a de facto marriage,Sales Workers,0,0,0,0,0,0,0,0,0,0,0
100,Married in a de facto marriage,Machinery Operators And Drivers,0,0,0,0,0,0,0,0,0,0,0
100,Married in a de facto marriage,Labourers,0,0,0,0,0,0,0,0,0,0,0
100,Married in a de facto marriage,Inadequately described,0,0,0,0,0,0,0,0,0,0,0
100,Married in a de facto marriage,Not stated,0,0,0,0,0,0,0,0,0,0,0
100,Married in a de facto marriage,Not applicable,0,0,0,0,0,0,0,0,0,0,3
100,Not married,Managers,0,0,0,0,0,0,0,0,0,0,0
100,Not married,Professionals,0,0,0,0,0,0,0,0,0,0,0
100,Not married,Technicians and Trades Workers,0,0,0,0,0,0,0,0,0,0,0
100,Not married,Community and Personal Service Workers,0,0,0,0,0,0,0,0,0,0,0
100,Not married,Clerical and Administrative Workers,0,0,0,0,0,0,0,0,0,0,0
100,Not married,Sales Workers,0,0,0,0,0,0,0,0,0,0,0
100,Not married,Machinery Operators And Drivers,0,0,0,0,0,0,0,0,0,0,0
100,Not married,Labourers,0,0,0,0,0,0,0,0,0,0,0
100,Not married,Inadequately described,0,0,0,0,0,0,0,0,0,0,0
100,Not married,Not stated,0,0,0,0,0,0,0,0,0,0,0
100,Not married,Not applicable,9,0,3,3,0,0,0,3,0,3,19
101,Married in a registered marriage,Managers,0,0,0,0,0,0,0,0,0,0,0
101,Married in a registered marriage,Professionals,0,0,0,0,0,0,0,0,0,0,0
101,Married in a registered marriage,Technicians and Trades Workers,0,0,0,0,0,0,0,0,0,0,0
101,Married in a registered marriage,Community and Personal Service Workers,0,0,0,0,0,0,0,0,0,0,0
101,Married in a registered marriage,Clerical and Administrative Workers,0,0,0,0,0,0,0,0,0,0,0
101,Married in a registered marriage,Sales Workers,0,0,0,0,0,0,0,0,0,0,0
101,Married in a registered marriage,Machinery Operators And Drivers,0,0,0,0,0,0,0,0,0,0,0
101,Married in a registered marriage,Labourers,0,0,0,0,0,0,0,0,0,0,0
101,Married in a registered marriage,Inadequately described,0,0,0,0,0,0,0,0,0,0,0
101,Married in a registered marriage,Not stated,0,0,0,0,0,0,0,0,0,0,0
101,Married in a registered marriage,Not applicable,0,0,0,0,0,0,0,0,0,0,3
101,Married in a de facto marriage,Managers,0,0,0,0,0,0,0,0,0,0,0
101,Married in a de facto marriage,Professionals,0,0,0,0,0,0,0,0,0,0,0
101,Married in a de facto marriage,Technicians and Trades Workers,0,0,0,0,0,0,0,0,0,0,0
101,Married in a de facto marriage,Community and Personal Service Workers,0,0,0,0,0,0,0,0,0,0,0
101,Married in a de facto marriage,Clerical and Administrative Workers,0,0,0,0,0,0,0,0,0,0,0
101,Married in a de facto marriage,Sales Workers,0,0,0,0,0,0,0,0,0,0,0
101,Married in a de facto marriage,Machinery Operators And Drivers,0,0,0,0,0,0,0,0,0,0,0
101,Married in a de facto marriage,Labourers,0,0,0,0,0,0,0,0,0,0,0
101,Married in a de facto marriage,Inadequately described,0,0,0,0,0,0,0,0,0,0,0
101,Married in a de facto marriage,Not stated,0,0,0,0,0,0,0,0,0,0,0
101,Married in a de facto marriage,Not applicable,0,0,0,0,0,0,0,0,0,0,0
101,Not married,Managers,0,0,0,0,0,0,0,0,0,0,0
101,Not married,Professionals,0,0,0,0,0,0,0,0,0,0,0
101,Not married,Technicians and Trades Workers,0,0,0,0,0,0,0,0,0,0,0
101,Not married,Community and Personal Service Workers,0,0,0,0,0,0,0,0,0,0,0
101,Not married,Clerical and Administrative Workers,0,0,0,0,0,0,0,0,0,0,0
101,Not married,Sales Workers,0,0,0,0,0,0,0,0,0,0,0
101,Not married,Machinery Operators And Drivers,0,0,0,0,0,0,0,0,0,0,0
101,Not married,Labourers,0,0,0,0,0,0,0,0,0,0,0
101,Not married,Inadequately described,0,0,0,0,0,0,0,0,0,0,0
101,Not married,Not stated,0,0,0,0,0,0,0,0,0,0,0
101,Not married,Not applicable,0,0,3,3,0,0,0,0,0,5,14
102,Married in a registered marriage,Managers,0,0,0,0,0,0,0,0,0,0,0
102,Married in a registered marriage,Professionals,0,0,0,0,0,0,0,0,0,0,0
102,Married in a registered marriage,Technicians and Trades Workers,0,0,0,0,0,0,0,0,0,0,0
102,Married in a registered marriage,Community and Personal Service Workers,0,0,0,0,0,0,0,0,0,0,0
102,Married in a registered marriage,Clerical and Administrative Workers,0,0,0,0,0,0,0,0,0,0,0
102,Married in a registered marriage,Sales Workers,0,0,0,0,0,0,0,0,0,0,0
102,Married in a registered marriage,Machinery Operators And Drivers,0,0,0,0,0,0,0,0,0,0,0
102,Married in a registered marriage,Labourers,0,0,0,0,0,0,0,0,0,0,0
102,Married in a registered marriage,Inadequately described,0,0,0,0,0,0,0,0,0,0,0
102,Married in a registered marriage,Not stated,0,0,0,0,0,0,0,0,0,0,0
102,Married in a registered marriage,Not applicable,0,0,0,0,0,0,0,0,0,0,0
102,Married in a de facto marriage,Managers,0,0,0,0,0,0,0,0,0,0,0
102,Married in a de facto marriage,Professionals,0,0,0,0,0,0,0,0,0,0,0
102,Married in a de facto marriage,Technicians and Trades Workers,0,0,0,0,0,0,0,0,0,0,0
102,Married in a de facto marriage,Community and Personal Service Workers,0,0,0,0,0,0,0,0,0,0,0
102,Married in a de facto marriage,Clerical and Administrative Workers,0,0,0,0,0,0,0,0,0,0,0
102,Married in a de facto marriage,Sales Workers,0,0,0,0,0,0,0,0,0,0,0
102,Married in a de facto marriage,Machinery Operators And Drivers,0,0,0,0,0,0,0,0,0,0,0
102,Married in a de facto marriage,Labourers,0,0,0,0,0,0,0,0,0,0,0
102,Married in a de facto marriage,Inadequately described,0,0,0,0,0,0,0,0,0,0,0
102,Married in a de facto marriage,Not stated,0,0,0,0,0,0,0,0,0,0,0
102,Married in a de facto marriage,Not applicable,0,0,0,0,0,0,0,0,0,0,0
102,Not married,Managers,0,0,0,0,0,0,0,0,0,0,0
102,Not married,Professionals,0,0,0,0,0,0,0,0,0,0,0
102,Not married,Technicians and Trades Workers,0,0,0,0,0,0,0,0,0,0,0
102,Not married,Community and Personal Service Workers,0,0,0,0,0,0,0,0,0,0,0
102,Not married,Clerical and Administrative Workers,0,0,0,0,0,0,0,0,0,0,0
102,Not married,Sales Workers,0,0,0,0,0,0,0,0,0,0,0
102,Not married,Machinery Operators And Drivers,0,0,0,0,0,0,0,0,0,0,0
102,Not married,Labourers,0,0,0,0,0,0,0,0,0,0,0
102,Not married,Inadequately described,0,0,0,0,0,0,0,0,0,0,0
102,Not married,Not stated,0,0,0,0,0,0,0,0,0,0,0
102,Not married,Not applicable,0,0,0,3,0,0,0,0,0,3,9
103,Married in a registered marriage,Managers,0,0,0,0,0,0,0,0,0,0,0
103,Married in a registered marriage,Professionals,0,0,0,0,0,0,0,0,0,0,0
103,Married in a registered marriage,Technicians and Trades Workers,0,0,0,0,0,0,0,0,0,0,0
103,Married in a registered marriage,Community and Personal Service Workers,0,0,0,0,0,0,0,0,0,0,0
103,Married in a registered marriage,Clerical and Administrative Workers,0,0,0,0,0,0,0,0,0,0,0
103,Married in a registered marriage,Sales Workers,0,0,0,0,0,0,0,0,0,0,0
103,Married in a registered marriage,Machinery Operators And Drivers,0,0,0,0,0,0,0,0,0,0,0
103,Married in a registered marriage,Labourers,0,0,0,0,0,0,0,0,0,0,0
103,Married in a registered marriage,Inadequately described,0,0,0,0,0,0,0,0,0,0,0
103,Married in a registered marriage,Not stated,0,0,0,0,0,0,0,0,0,0,0
103,Married in a registered marriage,Not applicable,0,0,0,0,0,0,0,0,0,0,0
103,Married in a de facto marriage,Managers,0,0,0,0,0,0,0,0,0,0,0
103,Married in a de facto marriage,Professionals,0,0,0,0,0,0,0,0,0,0,0
103,Married in a de facto marriage,Technicians and Trades Workers,0,0,0,0,0,0,0,0,0,0,0
103,Married in a de facto marriage,Community and Personal Service Workers,0,0,0,0,0,0,0,0,0,0,0
103,Married in a de facto marriage,Clerical and Administrative Workers,0,0,0,0,0,0,0,0,0,0,0
103,Married in a de facto marriage,Sales Workers,0,0,0,0,0,0,0,0,0,0,0
103,Married in a de facto marriage,Machinery Operators And Drivers,0,0,0,0,0,0,0,0,0,0,0
103,Married in a de facto marriage,Labourers,0,0,0,0,0,0,0,0,0,0,0
103,Married in a de facto marriage,Inadequately described,0,0,0,0,0,0,0,0,0,0,0
103,Married in a de facto marriage,Not stated,0,0,0,0,0,0,0,0,0,0,0
103,Married in a de facto marriage,Not applicable,0,0,0,0,0,0,0,0,0,0,0
103,Not married,Managers,0,0,0,0,0,0,0,0,0,0,0
103,Not married,Professionals,0,0,0,0,0,0,0,0,0,0,0
